LATENCY_IN_MICROS,DUT_INPUT,DUT_OUTPUT,BUFFER_SIZE,SAMPLE_RATE,CHANNELS
3536,USB IN,LINE OUT,16,44100,1
4901,USB IN,LINE OUT,16,44100,1
4385,USB IN,LINE OUT,16,44100,1
4319,USB IN,LINE OUT,16,44100,1
3598,USB IN,LINE OUT,16,44100,1
3969,USB IN,LINE OUT,16,44100,1
4289,USB IN,LINE OUT,16,44100,1
3692,USB IN,LINE OUT,16,44100,1
4077,USB IN,LINE OUT,16,44100,1
4428,USB IN,LINE OUT,16,44100,1
3836,USB IN,LINE OUT,16,44100,1
4215,USB IN,LINE OUT,16,44100,1
3629,USB IN,LINE OUT,16,44100,1
4056,USB IN,LINE OUT,16,44100,1
4471,USB IN,LINE OUT,16,44100,1
3887,USB IN,LINE OUT,16,44100,1
4256,USB IN,LINE OUT,16,44100,1
3544,USB IN,LINE OUT,16,44100,1
3990,USB IN,LINE OUT,16,44100,1
4436,USB IN,LINE OUT,16,44100,1
3768,USB IN,LINE OUT,16,44100,1
4897,USB IN,LINE OUT,16,44100,1
4283,USB IN,LINE OUT,16,44100,1
3829,USB IN,LINE OUT,16,44100,1
4159,USB IN,LINE OUT,16,44100,1
3541,USB IN,LINE OUT,16,44100,1
3879,USB IN,LINE OUT,16,44100,1
4260,USB IN,LINE OUT,16,44100,1
4447,USB IN,LINE OUT,16,44100,1
3852,USB IN,LINE OUT,16,44100,1
4188,USB IN,LINE OUT,16,44100,1
3581,USB IN,LINE OUT,16,44100,1
4020,USB IN,LINE OUT,16,44100,1
4431,USB IN,LINE OUT,16,44100,1
3844,USB IN,LINE OUT,16,44100,1
5042,USB IN,LINE OUT,16,44100,1
3673,USB IN,LINE OUT,16,44100,1
4053,USB IN,LINE OUT,16,44100,1
4494,USB IN,LINE OUT,16,44100,1
3920,USB IN,LINE OUT,16,44100,1
4329,USB IN,LINE OUT,16,44100,1
4540,USB IN,LINE OUT,16,44100,1
4213,USB IN,LINE OUT,16,44100,1
3571,USB IN,LINE OUT,16,44100,1
3979,USB IN,LINE OUT,16,44100,1
4311,USB IN,LINE OUT,16,44100,1
3684,USB IN,LINE OUT,16,44100,1
4051,USB IN,LINE OUT,16,44100,1
4373,USB IN,LINE OUT,16,44100,1
4772,USB IN,LINE OUT,16,44100,1
4428,USB IN,LINE OUT,16,44100,1
4784,USB IN,LINE OUT,16,44100,1
4196,USB IN,LINE OUT,16,44100,1
3617,USB IN,LINE OUT,16,44100,1
4054,USB IN,LINE OUT,16,44100,1
4296,USB IN,LINE OUT,16,44100,1
3669,USB IN,LINE OUT,16,44100,1
4098,USB IN,LINE OUT,16,44100,1
4497,USB IN,LINE OUT,16,44100,1
3874,USB IN,LINE OUT,16,44100,1
4211,USB IN,LINE OUT,16,44100,1
3604,USB IN,LINE OUT,16,44100,1
3996,USB IN,LINE OUT,16,44100,1
4413,USB IN,LINE OUT,16,44100,1
3792,USB IN,LINE OUT,16,44100,1
5142,USB IN,LINE OUT,16,44100,1
3525,USB IN,LINE OUT,16,44100,1
3830,USB IN,LINE OUT,16,44100,1
4105,USB IN,LINE OUT,16,44100,1
4456,USB IN,LINE OUT,16,44100,1
3508,USB IN,LINE OUT,16,44100,1
3864,USB IN,LINE OUT,16,44100,1
4358,USB IN,LINE OUT,16,44100,1
3601,USB IN,LINE OUT,16,44100,1
4196,USB IN,LINE OUT,16,44100,1
4861,USB IN,LINE OUT,16,44100,1
3787,USB IN,LINE OUT,16,44100,1
4462,USB IN,LINE OUT,16,44100,1
3856,USB IN,LINE OUT,16,44100,1
4191,USB IN,LINE OUT,16,44100,1
3626,USB IN,LINE OUT,16,44100,1
3993,USB IN,LINE OUT,16,44100,1
4667,USB IN,LINE OUT,16,44100,1
